CODE;PARENT_CODE;TYPE_CODE;NAME.RU.NAME;EXT.OZON.3
c54535;p;CITY;Веремеевка;54535
c53637;p;CITY;Веремейки;53637
c52745;p;CITY;Вересница;52745
c54536;p;CITY;Веречье;54536
c54537;p;CITY;Веркуды;54537
c52915;p;CITY;Вертелишки;52915
c42489;p;CITY;Верхнедвинск;42489
c52780;p;CITY;Верхние Жары;52780
c52821;p;CITY;Верхняя Олба;52821
c52385;p;CITY;Верховичи;52385
c54539;p;CITY;Верховье;54539
c53396;p;CITY;Веселово;53396
c53153;p;CITY;Весея;53153
c54540;p;CITY;Веснянка;54540
c53193;p;CITY;Ветеревичи;53193
c53410;p;CITY;Ветеревичи 2;53410
c42490;p;CITY;Ветка;42490
c54541;p;CITY;Ветрино;54541
c54538;p;CITY;Вехнее Кривино;54538
c54542;p;CITY;Видзы;54542
c54543;p;CITY;Видзы-Ловчинские;54543
c52328;p;CITY;Видибор;52328
c52406;p;CITY;Видиборец;52406
c52405;p;CITY;Видомля;52405
c42491;p;CITY;Вилейка;42491
c53648;p;CITY;Вирков;53648
c54544;p;CITY;Вировля;54544
c42492;p;CITY;Витебск;42492
c54545;p;CITY;Витьба;54545
c54471;p;CITY;Вишевичи;54471
c53426;p;CITY;Вишневец;53426
c53535;p;CITY;Вишневка;53535
c53352;p;CITY;Вишнево;53352
c54598;p;CITY;Вишнево;54598
c53499;p;CITY;Вишов;53499
c52906;p;CITY;Вознесенский;52906
c53401;p;CITY;Войково;53401
c53035;p;CITY;Войневичи;53035
c53446;p;CITY;Войнилово;53446
c53611;p;CITY;Войнилы;53611
c52444;p;CITY;Войская;52444
c53049;p;CITY;Войстом;53049
c52512;p;CITY;Волевки;52512
c52555;p;CITY;Волки;52555
c53082;p;CITY;Волковичи;53082
c54708;p;CITY;Волковичи;54708
c54643;p;CITY;Волковичи;54643
c54546;p;CITY;Волковичи;54546
c42493;p;CITY;Волковыск;42493
c52578;p;CITY;Волколата;52578
c53353;p;CITY;Волма;53353
c42494;p;CITY;Воложин;42494
c52808;p;CITY;Волосовичи;52808
c52604;p;CITY;Волосово;52604
c53083;p;CITY;Волпа;53083
c52271;p;CITY;Волчин;52271
c52632;p;CITY;Волынцы;52632
c54547;p;CITY;Волынцы;54547
c52290;p;CITY;Волька;52290
c52448;p;CITY;Вольно;52448
c52449;p;CITY;Воля;52449
c52644;p;CITY;Ворновка;52644
c53090;p;CITY;Ворняны;53090
c52468;p;CITY;Ворониловичи;52468
c54548;p;CITY;Вороничи;54548
c53101;p;CITY;Вороновка;53101
c42496;p;CITY;Вороново;42496
c52610;p;CITY;Воронцевичи;52610
c53121;p;CITY;Воронча;53121
c52558;p;CITY;Вороны;52558
c52605;p;CITY;Воропаево;52605
c53293;p;CITY;Воротище;53293
c53630;p;CITY;Воротынь;53630
c53662;p;CITY;Восход;53662
c53107;p;CITY;Вселюб;53107
c52421;p;CITY;Вулька;52421
c52229;p;CITY;Вулька-1;52229
c52374;p;CITY;Вулька-2;52374
c52323;p;CITY;Вулька-Достоевская;52323
c52391;p;CITY;Вулька-Обровская;52391
c52261;p;CITY;Вулька-Радовецкая;52261
c52367;p;CITY;Выгонощи;52367
c53470;p;CITY;Выдрица;53470
c54549;p;CITY;Вымно;54549
c53350;p;CITY;Высокая Гора;53350
c54709;p;CITY;Высокое;54709
c54550;p;CITY;Высокое;54550
c52370;p;CITY;Высокое;52370
c52875;p;CITY;Вышемир;52875
c53587;p;CITY;Вязовница;53587
c53200;p;CITY;Вязынка;53200
c53643;p;CITY;Вязье;53643
c53365;p;CITY;Гаврильчицы;53365
c54599;p;CITY;Гавья;54599
c52638;p;CITY;Гадиловичи;52638
c54551;p;CITY;Газьба;54551
c53246;p;CITY;Гайна;53246
c54472;p;CITY;Галево;54472
c53519;p;CITY;Галичи;53519
c54473;p;CITY;Галый Бор;54473
c54552;p;CITY;Гамзелово;54552
c42497;p;CITY;Ганцевичи;42497
c53420;p;CITY;Гапоновичи;53420
c53379;p;CITY;Гатово;53379
c53122;p;CITY;Гацук;53122
c54553;p;CITY;Гвоздово;54553
c52268;p;CITY;Гвозница;52268
c52961;p;CITY;Геранены;52961
c52997;p;CITY;Гербелевичи;52997
c52927;p;CITY;Гервяты;52927
c54554;p;CITY;Германовичи;54554
c54600;p;CITY;Гибуличи;54600
c53491;p;CITY;Гиженка;53491
c53006;p;CITY;Гирки;53006
c52244;p;CITY;Гирмантовцы;52244
c54474;p;CITY;Гирово;54474
c52711;p;CITY;Глазовка;52711
c53417;p;CITY;Гливин;53417
c52623;p;CITY;Глинище;52623
c52401;p;CITY;Глинка;52401
c42498;p;CITY;Глубокое;42498
c42499;p;CITY;Глуск;42499
c53591;p;CITY;Глухи;53591
c53522;p;CITY;Глуша;53522
c52841;p;CITY;Глушковичи;52841
c52894;p;CITY;Глыбов;52894
c52650;p;CITY;Глыбоцкое;52650
c54555;p;CITY;Глыбочка;54555
c52923;p;CITY;Глядовичи;52923
c52938;p;CITY;Гнезно;52938
c52949;p;CITY;Гожа;52949
c53085;p;CITY;Голдово;53085
c54566;p;CITY;Головинцы;54566
c52999;p;CITY;Головичполье;52999
c53549;p;CITY;Головчин;53549
c54567;p;CITY;Головчицы;54567
c52339;p;CITY;Головчицы;52339
c53459;p;CITY;Голоцк;53459
c52621;p;CITY;Голубица;52621
c52494;p;CITY;Голубичи;52494
c54556;p;CITY;Голубово;54556
c52944;p;CITY;Голубы;52944
c53404;p;CITY;Голынка;53404
c52978;p;CITY;Гольшаны;52978
c42500;p;CITY;Гомель;42500
c53556;p;CITY;Гонча;53556
c54475;p;CITY;Гончары;54475
c53069;p;CITY;Гончары;53069
c53129;p;CITY;Горани;53129
c52298;p;CITY;Горбаха;52298
c53486;p;CITY;Горбацевичи;53486
c54710;p;CITY;Горбовичи;54710
c52844;p;CITY;Горбовичи;52844
c53290;p;CITY;Горелец;53290
c42501;p;CITY;Горки;42501
c54601;p;CITY;Горни;54601
c54504;p;CITY;Городец;54504
c54505;p;CITY;Городец;54505
c52476;p;CITY;Городец;52476
c52358;p;CITY;Городечно;52358
c53268;p;CITY;Городея;53268
c52424;p;CITY;Городище;52424
c54711;p;CITY;Городище;54711
c54644;p;CITY;Городище;54644
c52414;p;CITY;Городная;52414
c42502;p;CITY;Городок;42502
c53313;p;CITY;Городьки;53313
c53472;p;CITY;Гороховка;53472
c52634;p;CITY;Горочичи;52634
c52741;p;CITY;Горочичский;52741
c52277;p;CITY;Гортоль;52277
c52553;p;CITY;Горщевщина;52553
c53514;p;CITY;Горы;53514
c53387;p;CITY;Гостиловичи;53387
c53298;p;CITY;Гоцк;53298
c52684;p;CITY;Грабов;52684
c52996;p;CITY;Гравжишки;52996
c53340;p;CITY;Гребенец;53340
c52846;p;CITY;Гребени;52846
c53460;p;CITY;Греск;53460
c53488;p;CITY;Грибовец;53488
c52983;p;CITY;Гринки;52983
c53280;p;CITY;Грицкевичи;53280
c53172;p;CITY;Гричино;53172
c53612;p;CITY;Гродзянка;53612
c53045;p;CITY;Гроди;53045
c42504;p;CITY;Гродно;42504
c53218;p;CITY;Грозово;53218
c53606;p;CITY;Грудиновка;53606
c54645;p;CITY;Губичи;54645
c52688;p;CITY;Губичи;52688
c52668;p;CITY;Губичский Кордон;52668
c52921;p;CITY;Гудевичи;52921
c53027;p;CITY;Гудогай;53027
c52985;p;CITY;Гуды;52985
c53028;p;CITY;Гурнофель;53028
c53653;p;CITY;Гусарка;53653
c52381;p;CITY;Гутово;52381
c52237;p;CITY;Давид-Городок;52237
c52777;p;CITY;Давыдовка;52777
c53039;p;CITY;Дайлидки;53039
c52828;p;CITY;Даниловичи;52828
c54602;p;CITY;Даниловичи;54602
c53507;p;CITY;Дараганово;53507
c52276;p;CITY;Дарево;52276
c53506;p;CITY;Дашковка;53506
c53574;p;CITY;Двор Горбацевичи;53574
c54603;p;CITY;Дворец;54603
c54568;p;CITY;Дворец;54568
c52411;p;CITY;Дворец;52411
c52858;p;CITY;Дворецкая Слобода;52858
c53043;p;CITY;Дворище;53043
c52559;p;CITY;Двор-Узречье;52559
c53076;p;CITY;Демброво;53076
c52809;p;CITY;Демидов;52809
c53299;p;CITY;Демидовичи;53299
c54712;p;CITY;Демидовичи;54712
c52708;p;CITY;Демьянки;52708
c52993;p;CITY;Демяновцы;52993
c52346;p;CITY;Денисковичи;52346
c53102;p;CITY;Денисово;53102
c53310;p;CITY;Деревная;53310
c53051;p;CITY;Деревянчицы;53051
c53036;p;CITY;Деречин;53036
c52402;p;CITY;Детковичи;52402
c53435;p;CITY;Дещенка;53435
c42505;p;CITY;Дзержинск;42505
c52369;p;CITY;Дивин;52369
c52547;p;CITY;Дисна;52547
c53007;p;CITY;Дитва;53007
c52313;p;CITY;Дмитровичи;52313
c54646;p;CITY;Дмитровичи;54646
c53626;p;CITY;Добосна;53626
c53494;p;CITY;Добрая;53494
c53150;p;CITY;Добринево;53150
c52994;p;CITY;Доброволя;52994
c52819;p;CITY;Доброгоща;52819
c52407;p;CITY;Добромысль;52407
c53070;p;CITY;Добросельцы;53070
c42506;p;CITY;Добруш;42506
c52900;p;CITY;Добрынь;52900
c52643;p;CITY;Довск;52643
c53138;p;CITY;Докудово;53138
c53059;p;CITY;Докудово 1;53059
c42507;p;CITY;Докшицы;42507
c52462;p;CITY;Долбизно;52462
c54647;p;CITY;Долгиново;54647
c53665;p;CITY;Долговичи;53665
c54713;p;CITY;Долгое;54713
c53251;p;CITY;Долгое;53251
c52734;p;CITY;Долголесье;52734
c52575;p;CITY;Должа;52575
c54604;p;CITY;Долина;54604
c53543;p;CITY;Домамеричи;53543
c54648;p;CITY;Домановичи;54648
c52896;p;CITY;Домановичи;52896
c52351;p;CITY;Доманово;52351
c52324;p;CITY;Домачево;52324
c52518;p;CITY;Домжерицы;52518
c53392;p;CITY;Домоткановичи;53392
c53260;p;CITY;Доросино;53260
c53377;p;CITY;Доры;53377
c52265;p;CITY;Достоево;52265
c52971;p;CITY;Дотишки;52971
c53423;p;CITY;Дражно;53423
c53372;p;CITY;Драчково;53372
c42508;p;CITY;Дрибин;42508
c54649;p;CITY;Дричин;54649
c53657;p;CITY;Дричин;53657
c52300;p;CITY;Дрогичин;52300
c53390;p;CITY;Дроздово;53390
c52465;p;CITY;Дружиловичи;52465
c53300;p;CITY;Дружный;53300
c52560;p;CITY;Друцк;52560
c53357;p;CITY;Друцковщизна;53357
c53222;p;CITY;Дубеи;53222
c53063;p;CITY;Дубно;53063
c53161;p;CITY;Дубовляны;53161
c54476;p;CITY;Дубово;54476
c52278;p;CITY;Дубое;52278
c52694;p;CITY;Дуброва;52694
c52699;p;CITY;Дубровка;52699
c54650;p;CITY;Дубровка;54650
c42511;p;CITY;Дубровно;42511
c52929;p;CITY;Дубровня;52929
c52712;p;CITY;Дудичи;52712
c53617;p;CITY;Дужевка;53617
c53166;p;CITY;Дукора;53166
c53581;p;CITY;Дунаек;53581
c52545;p;CITY;Дуниловичи;52545
c52888;p;CITY;Дуравичи;52888
c53320;p;CITY;Дягили;53320
c52788;p;CITY;Дяковичи;52788
c52282;p;CITY;Дятловичи;52282
c42512;p;CITY;Дятлово;42512
c53052;p;CITY;Ёдки;53052
c54750;p;CITY;Езерище;54750
c53645;p;CITY;Езеры;53645
c53641;p;CITY;Елизово;53641
c53185;p;CITY;Ельница;53185
c53584;p;CITY;Ельня;53584
c42513;p;CITY;Ельск;42513
c52566;p;CITY;Еремеевщина;52566
c52907;p;CITY;Ерёмино;52907
c53105;p;CITY;Еремичи;53105
c53301;p;CITY;Жабин;53301
c42515;p;CITY;Жабинка;42515
c52860;p;CITY;Жгунь;52860
c42516;p;CITY;Ждановичи;42516
c54767;p;CITY;Желтовщина;54767
c53450;p;CITY;Желтый Брод;53450
c52959;p;CITY;Желудок;52959
c52412;p;CITY;Жемчужный;52412
c54605;p;CITY;Жемыславль;54605
c52446;p;CITY;Жеребковичи;52446
c54768;p;CITY;Жерносеки;54768
c52408;p;CITY;Жидче;52408
c53113;p;CITY;Жирмуны;53113
c53000;p;CITY;Жировичи;53000
c42517;p;CITY;Житковичи;42517
c52242;p;CITY;Житлин;52242
c42518;p;CITY;Жлобин;42518
c52742;p;CITY;Жмуровка;52742
c42519;p;CITY;Жодино;42519
c53002;p;CITY;Жодишки;53002
c53565;p;CITY;Жорновка;53565
c52543;p;CITY;Жукнево;52543
c53154;p;CITY;Жуков Луг;53154
c53021;p;CITY;Жуковщина;53021
c52940;p;CITY;Жупраны;52940
c52783;p;CITY;Журавичи;52783
c53201;p;CITY;Забашевичи;53201
c53599;p;CITY;Забелышин;53599
c53031;p;CITY;Заболоть;53031
c52636;p;CITY;Заболотье;52636
c54714;p;CITY;Заболотье;54714
c54651;p;CITY;Заболотье;54651
c53389;p;CITY;Забрезье;53389
c54652;p;CITY;Забродские;54652
c53473;p;CITY;Забычанье;53473
c53598;p;CITY;Заводская Слобода;53598
c52869;p;CITY;Завойть;52869
c53520;p;CITY;Заволочицы;53520
c52562;p;CITY;Заднево;52562
c53261;p;CITY;Задорье;53261
c52513;p;CITY;Задровье;52513
c53479;p;CITY;Заелица;53479
c53196;p;CITY;Зажевичи;53196
c52329;p;CITY;Закозель;52329
c52325;p;CITY;Залесье;52325
c54653;p;CITY;Залесье;54653
c54606;p;CITY;Залесье;54606
c54569;p;CITY;Залесье;54569
c54570;p;CITY;Залипье;54570
c53330;p;CITY;Залужье;53330
c53148;p;CITY;Замки;53148
c52505;p;CITY;Замосточье;52505
c54654;p;CITY;Замосточье;54654
c53247;p;CITY;Занарочь;53247
c53342;p;CITY;Заозерье;53342
c53323;p;CITY;Заостровечье;53323
c52812;p;CITY;Заполье;52812
c54655;p;CITY;Заполье;54655
c54715;p;CITY;Заполье;54715
c53649;p;CITY;Запрудье;53649
c54656;p;CITY;Заречье;54656
c52729;p;CITY;Заречье;52729
c52515;p;CITY;Зароново;52515
c52588;p;CITY;Зарубы;52588
c53077;p;CITY;Зарудавье;53077
c52905;p;CITY;Засинцы;52905
c54657;p;CITY;Засковичи;54657
c42520;p;CITY;Заславль;42520
c52645;p;CITY;Заспа;52645
c52594;p;CITY;Застенки;52594
c53650;p;CITY;Застенок Устерхи;53650
c53203;p;CITY;Засулье;53203
c54658;p;CITY;Захаричи;54658
c54716;p;CITY;Заходы;54716
c52685;p;CITY;Заходы;52685
c53367;p;CITY;Зацень;53367
c53145;p;CITY;Зачистье;53145
c52659;p;CITY;Заширье;52659
c52782;p;CITY;Защебье;52782
c53215;p;CITY;Заямное;53215
c52739;p;CITY;Зборов;52739
c53559;p;CITY;Звенчатка;53559
c52767;p;CITY;Звонец;52767
c52434;p;CITY;Здитово;52434
c52306;p;CITY;Зеленевичи;52306
c54769;p;CITY;Зеленка;54769
c52889;p;CITY;Зеленочи;52889
c54659;p;CITY;Зеленый Бор;54659
c42521;p;CITY;Зельва;42521
c53157;p;CITY;Зембин;53157
c53384;p;CITY;Зеньковичи;53384
c54660;p;CITY;Знаменка;54660
c52274;p;CITY;Знаменка;52274
c53177;p;CITY;Знамя;53177
c53360;p;CITY;Зубки;53360
c52611;p;CITY;Зубово;52611
c52551;p;CITY;Зубревичи;52551
c52612;p;CITY;Зябки;52612
c52749;p;CITY;Зябровка;52749
c52686;p;CITY;Иваки;52686
c53620;p;CITY;Ивановка;53620
c52415;p;CITY;Иваново;52415
c54751;p;CITY;Иванск;54751
c42522;p;CITY;Ивацевичи;42522
c54661;p;CITY;Ивенец;54661
c52826;p;CITY;Ивольск;52826
c54662;p;CITY;Ивонцевичи;54662
c42523;p;CITY;Ивье;42523
c52754;p;CITY;Иговка;52754
c53256;p;CITY;Игрушка;53256
c53240;p;CITY;Ижа;53240
c53092;p;CITY;Изабелин;53092
c53202;p;CITY;Избище;53202
c54752;p;CITY;Иказнь;54752
c53338;p;CITY;Иканы;53338
c54753;p;CITY;Ильюшино;54753
c53452;p;CITY;Илья;53452
c52301;p;CITY;Именин;52301
c53010;p;CITY;Индура;53010
c54754;p;CITY;Иоды;54754
c52765;p;CITY;Ипуть;52765
c53440;p;CITY;Исерно;53440
c52442;p;CITY;Кабаки;52442
c52872;p;CITY;Кабановка;52872
c53633;p;CITY;Кабина Гора;53633
c53281;p;CITY;Каваличи;53281
c53523;p;CITY;Кадино;53523
c54571;p;CITY;Казазаевка;54571
c53603;p;CITY;Калатичи;53603
c52441;p;CITY;Каленковичи;52441
c54717;p;CITY;Калинино;54717
c42524;p;CITY;Калинковичи;42524
c52563;p;CITY;Калиновка;52563
c52400;p;CITY;Каллауровичи;52400
c52568;p;CITY;Камаи;52568
c42525;p;CITY;Каменец;42525
c53671;p;CITY;Каменичи;53671
c54718;p;CITY;Каменка;54718
c54607;p;CITY;Каменка;54607
c52669;p;CITY;Каменка;52669
c53524;p;CITY;Каменные Лавы;53524
c53424;p;CITY;Каменный Борок;53424
c53086;p;CITY;Каменный Лог;53086
c53438;p;CITY;Камено;53438
c53278;p;CITY;Каменое;53278
c52614;p;CITY;Камень;52614
c54477;p;CITY;Каменюки;54477
c53403;p;CITY;Капланцы;53403
c52616;p;CITY;Капличи;52616
c52816;p;CITY;Капоровка;52816
c53066;p;CITY;Каролин;53066
c52635;p;CITY;Карповка;52635
c53126;p;CITY;Карцевичи;53126
c52373;p;CITY;Карчево;52373
c54663;p;CITY;Касиловичи;54663
c53525;p;CITY;Катка;53525
c53055;p;CITY;Качичи;53055
c52326;p;CITY;Квасевичи;52326
c52969;p;CITY;Квасовка;52969
c53005;p;CITY;Кваторы;53005
c53013;p;CITY;Кемелишки;53013
c54608;p;CITY;Кенти;54608
c52713;p;CITY;Киров;52713
c52683;p;CITY;Кирово;52683
c54664;p;CITY;Кирово;54664
c42526;p;CITY;Кировск;42526
c52591;p;CITY;Кировская;52591
c53585;p;CITY;Кировское;53585
c53652;p;CITY;Киселева Буда;53652
c52487;p;CITY;Киселевцы;52487
c52720;p;CITY;Кистени;52720
c53359;p;CITY;Кищина Слобода;53359
c52484;p;CITY;Клейники;52484
c52589;p;CITY;Клены;52589
c52241;p;CITY;Клепачи;52241
c53515;p;CITY;Клетное;53515
c42527;p;CITY;Клецк;42527
c42528;p;CITY;Климовичи;42528
c54665;p;CITY;Климовичи;54665
c54572;p;CITY;Климовка;54572
c53146;p;CITY;Клинок;53146
c42529;p;CITY;Кличев;42529
c52556;p;CITY;Клюковка;52556
c53211;p;CITY;Княгинин;53211
c53664;p;CITY;Княжицы;53664
c42530;p;CITY;Кобрин;42530
c52395;p;CITY;Кобыловка;52395
c53548;p;CITY;Ковали;53548
c53513;p;CITY;Ковгары;53513
c54478;p;CITY;Ковердяки;54478
c54479;p;CITY;Кожан-Городок;54479
c52794;p;CITY;Козелужье;52794
c54573;p;CITY;Козенки;54573
c52304;p;CITY;Козики;52304
c52843;p;CITY;Козловичи;52843
c54480;p;CITY;Козловичи;54480
c54666;p;CITY;Козловичи;54666
c54719;p;CITY;Козловичи;54719
c52716;p;CITY;Козловка;52716
c53094;p;CITY;Козловщина;53094
c53425;p;CITY;Козлы;53425
c53538;p;CITY;Козуличи;53538
c54574;p;CITY;Козье;54574
c53545;p;CITY;Колбча;53545
c52784;p;CITY;Колки;52784
c53411;p;CITY;Колодежи;53411
c53253;p;CITY;Колодищи;53253
c52773;p;CITY;Колпень;52773
c52674;p;CITY;Кольно;52674
c52912;p;CITY;Кольчуны;52912
c52452;p;CITY;Колядичи;52452
c54667;p;CITY;Колядичи;54667
c52904;p;CITY;Комарин;52904
c52648;p;CITY;Комаровичи;52648
c54720;p;CITY;Коминтерн;54720
c53151;p;CITY;Коммуна;53151
c52678;p;CITY;Коммунар;52678
c53496;p;CITY;Комсеничи;53496
c52827;p;CITY;Комсомольск;52827
c52935;p;CITY;Конвелишки;52935
c52902;p;CITY;Конковичи;52902
c52458;p;CITY;Коньки;52458
c52937;p;CITY;Конюхи;52937
c52848;p;CITY;Копаткевичи;52848
c53616;p;CITY;Копачи;53616
c54721;p;CITY;Коптевка;54721
c53080;p;CITY;Коптевка;53080
c52593;p;CITY;Копти;52593
c52862;p;CITY;Копцевичи;52862
c42531;p;CITY;Копыль;42531
c52606;p;CITY;Копысь;52606
c42532;p;CITY;Кореличи;42532
c52876;p;CITY;Кореневка;52876
c52989;p;CITY;Корени;52989
c42533;p;CITY;Корма;42533
c52931;p;CITY;Корнадь;52931
c54609;p;CITY;Коробчицы;54609
c52581;p;CITY;Коробы 1;52581
c52548;p;CITY;Коробы 2;52548
c52791;p;CITY;Короватичи;52791
c53661;p;CITY;Коровчино;53661
c53257;p;CITY;Королев Стан;53257
c53428;p;CITY;Королищевичи;53428
c52818;p;CITY;Коротковичи;52818
c52854;p;CITY;Коротьки;52854
c53418;p;CITY;Корсаковичи;53418
c53639;p;CITY;Корытное;53639
c53197;p;CITY;Косино;53197
c52307;p;CITY;Коссово;52307
c53442;p;CITY;Костеневичи;53442
c42534;p;CITY;Костюковичи;42534
c52722;p;CITY;Костюковка;52722
c53529;p;CITY;Костюшковичи;53529
c52526;p;CITY;Коханово;52526
c52622;p;CITY;Кочищи;52622
c52689;p;CITY;Кошелево;52689
c54610;p;CITY;Кошелево;54610
c53271;p;CITY;Крайск;53271
c53103;p;CITY;Краковка;53103
c52602;p;CITY;Крапивно;52602
c53605;p;CITY;Красная Буда;53605
c53480;p;CITY;Красная Горка;53480
c54722;p;CITY;Красная Слобода;54722
c53158;p;CITY;Красная Слобода;53158
c52725;p;CITY;Красновка;52725
c53311;p;CITY;Краснодворцы;53311
c52730;p;CITY;Красное;52730
c54723;p;CITY;Красное;54723
c54611;p;CITY;Красное;54611
c54668;p;CITY;Красное;54668
c42535;p;CITY;Краснополье;42535
c54724;p;CITY;Краснополье-2;54724
c42536;p;CITY;Красносельский;42536
c52903;p;CITY;Красный Берег;52903
c53258;p;CITY;Красный Дар;53258
c53216;p;CITY;Красный Октябрь;53216
c52856;p;CITY;Красный Партизан;52856
c53595;p;CITY;Красулино;53595
c53056;p;CITY;Крево;53056
c53054;p;CITY;Крейванцы;53054
c52914;p;CITY;Кремяница;52914
c53264;p;CITY;Кривичи;53264
c52247;p;CITY;Кривляны;52247
c52341;p;CITY;Кривошин;52341
c52766;p;CITY;Кривск;52766
c52787;p;CITY;Кривча;52787
c52851;p;CITY;Криничный;52851
c52600;p;CITY;Крипули;52600
c42537;p;CITY;Кричев;42537
c52253;p;CITY;Крошин;52253
c42538;p;CITY;Круглое;42538
c52768;p;CITY;Круговец-Калинино;52768
c52557;p;CITY;Крулевщина;52557
c53430;p;CITY;Крупица;53430
c42539;p;CITY;Крупки;42539
c53115;p;CITY;Крупово;53115
c53225;p;CITY;Крупский;53225
c53067;p;CITY;Крутиловичи;53067
c52340;p;CITY;Крытышин;52340
c52735;p;CITY;Крюковичи;52735
c52750;p;CITY;Кузьминичи;52750
c52439;p;CITY;Куково;52439
c54669;p;CITY;Кулаки;54669
c53375;p;CITY;Кулики;53375
c53124;p;CITY;Курганы;53124
c52656;p;CITY;Курганье;52656
c54670;p;CITY;Курганье;54670
c53434;p;CITY;Куренец;53434
c52990;p;CITY;Куриловичи;52990
c54612;p;CITY;Куропаты;54612
c52564;p;CITY;Курополье;52564
c52362;p;CITY;Куршиновичи;52362
c53186;p;CITY;Кухчицы;53186
c53037;p;CITY;Кушляны;53037
c52916;p;CITY;Ладеники;52916
c53081;p;CITY;Лаздуны;53081
c52936;p;CITY;Лайковщина;52936
c53127;p;CITY;Лань;53127
c53663;p;CITY;Ланьково;53663
c53503;p;CITY;Лапичи;53503
c52426;p;CITY;Ласицк;52426
c52283;p;CITY;Лахва;52283
c54575;p;CITY;Лебедевка;54575
c53254;p;CITY;Лебедево;53254
c53526;p;CITY;Лебедянка;53526
c52640;p;CITY;Леваши;52640
c53511;p;CITY;Левковщина;53511
c42543;p;CITY;Лельчицы;42543
c53091;p;CITY;Лелюки;53091
c52416;p;CITY;Лемешевичи;52416
c52617;p;CITY;Ленин;52617
c53600;p;CITY;Ленина;53600
c52796;p;CITY;Лениндар;52796
c52665;p;CITY;Ленино;52665
c54725;p;CITY;Ленино;54725
c54671;p;CITY;Ленино;54671
c52398;p;CITY;Ленинский;52398
c52991;p;CITY;Леоновичи;52991
c54672;p;CITY;Леоновичи;54672
c42544;p;CITY;Лепель;42544
c54481;p;CITY;Леплевка;54481
c52392;p;CITY;Лесино;52392
c53285;p;CITY;Лесковка;53285
c52343;p;CITY;Лесная;52343
c54726;p;CITY;Лесная;54726
c42545;p;CITY;Лесной;42545
c53642;p;CITY;Лесные;53642
c53139;p;CITY;Летковщина;53139
c42546;p;CITY;Лида;42546
c52437;p;CITY;Линово;52437
c42547;p;CITY;Лиозно;42547
c53655;p;CITY;Липень;53655
c52795;p;CITY;Липиничи;52795
c52291;p;CITY;Липники;52291
c53119;p;CITY;Липнишки;53119
c52626;p;CITY;Липов;52626
c54673;p;CITY;Липовая колода;54673
c53667;p;CITY;Липовка;53667
c52272;p;CITY;Липск;52272
c52697;p;CITY;Лиски;52697
c52597;p;CITY;Лисуны;52597
c53433;p;CITY;Литва;53433
c52877;p;CITY;Литвиновичи;52877
c53179;p;CITY;Литвяны;53179
c52583;p;CITY;Литусово;52583
c53475;p;CITY;Лобановка;53475
c53541;p;CITY;Лобжа;53541
c53551;p;CITY;Лобковичи;53551
c52470;p;CITY;Лобча;52470
c54482;p;CITY;Логишин;54482
c53291;p;CITY;Логоза;53291
c42549;p;CITY;Логойск;42549
c42550;p;CITY;Лоев;42550
c53014;p;CITY;Лойки;53014
c52495;p;CITY;Ломаши;52495
c52908;p;CITY;Ломовичи;52908
c54727;p;CITY;Ломы;54727
c52376;p;CITY;Лопатино;52376
c53566;p;CITY;Лопатичи;53566
c53439;p;CITY;Лотва;53439
c53155;p;CITY;Лоша;53155
c53371;p;CITY;Лошаны;53371
c53147;p;CITY;Лошница;53147
c53388;p;CITY;Луговая Слобода;53388
c53536;p;CITY;Лудчицы;53536
c53394;p;CITY;Лужки;53394
c52670;p;CITY;Лужок;52670
c52393;p;CITY;Лука;52393
c52801;p;CITY;Луки;52801
c54614;p;CITY;Луки;54614
c52275;p;CITY;Луково;52275
c52852;p;CITY;Лукский;52852
c52356;p;CITY;Лунин;52356
c42551;p;CITY;Лунинец;42551
c52950;p;CITY;Лунно;52950
c52928;p;CITY;Луцковляны;52928
c52714;p;CITY;Лучицы;52714
c53097;p;CITY;Лылойти;53097
c52516;p;CITY;Лынтупы;52516
c52409;p;CITY;Лысково;52409
c52266;p;CITY;Лыще;52266
c42552;p;CITY;Любань;42552
c54483;p;CITY;Любань;54483
c54576;p;CITY;Любань;54576
c52419;p;CITY;Любачин;52419
c52399;p;CITY;Любашево;52399
c53173;p;CITY;Любишино;53173
c52438;p;CITY;Любищицы;52438
c53274;p;CITY;Любковщина;53274
c53528;p;CITY;Любоничи;53528
c54615;p;CITY;Любча;54615
c52630;p;CITY;Люденевичи;52630
c52250;p;CITY;Люсино;52250
c53573;p;CITY;Лютня;53573
c52317;p;CITY;Лядец;52317
c53190;p;CITY;Лядно;53190
c52948;p;CITY;Лядск;52948
c53414;p;CITY;Ляды;53414
c53431;p;CITY;Ляжино;53431
c54578;p;CITY;Лясковичи;54578
c52440;p;CITY;Лясковичи;52440
c42553;p;CITY;Ляховичи;42553
c53262;p;CITY;Ляховка;53262
c54484;p;CITY;Ляхчицы;54484
c53416;p;CITY;Мажа;53416
c54728;p;CITY;Мазолово;54728
c52510;p;CITY;Мазолово;52510
c53593;p;CITY;Майский;53593
c52770;p;CITY;Майское;52770
c53020;p;CITY;Макаровцы;53020
c53668;p;CITY;Макеевичи;53668
c52297;p;CITY;Малаховцы;52297
c53618;p;CITY;Малашковичи;53618
c52924;p;CITY;Малая Берестовица;52924
